iter	Logloss
313	0.2498644583
314	0.2496273437
315	0.2493990978
316	0.2491445848
317	0.2488426064
318	0.2485320225
319	0.2482293357
320	0.247949902
321	0.2476883459
322	0.2473692163
323	0.2470236004
324	0.246808856
325	0.2466000942
326	0.2463284377
327	0.246011348
328	0.2458001862
329	0.2455589296
330	0.2452728161
331	0.2450162443
332	0.2445859753
333	0.2443864962
334	0.2441339683
335	0.24365372
336	0.2433628488
337	0.2431143164
338	0.2428523241
339	0.2424926035
340	0.2422778526
341	0.2419951085
342	0.2417218836
343	0.2414443653
344	0.241222421
345	0.2409481115
346	0.240689021
347	0.2403483481
348	0.240110606
349	0.2398499444
350	0.239609328
351	0.239248201
352	0.2389294546
353	0.2385415625
354	0.2383410665
355	0.2380063113
356	0.237835472
357	0.2376253182
358	0.2373966759
359	0.2371396373
360	0.2368516913
361	0.2366520227
362	0.2364151868
363	0.2360828021
364	0.2358936122
365	0.2355690731
366	0.2353020711
367	0.2350834208
368	0.2348112154
369	0.2345346499
370	0.2343329728
371	0.2341338555
372	0.233847713
373	0.2336663736
374	0.2332865432
375	0.2330518734
376	0.232839507
377	0.2325299715
378	0.2322250113
379	0.2319865305
380	0.2317176468
381	0.2312896379
382	0.2310146219
383	0.2307763657
384	0.2305343007
385	0.2302890267
386	0.2301198644
387	0.229910479
388	0.2296409402
389	0.2293751061
390	0.2291738079
391	0.2288972485
392	0.2287147662
393	0.2285493423
394	0.2283274797
395	0.2280553725
396	0.2277971497
397	0.2275815102
398	0.2272937135
399	0.2270191377
400	0.2268033819
401	0.2266048114
402	0.2264059769
403	0.2262003141
404	0.2260445721
405	0.225865337
406	0.2257245527
407	0.2255089565
408	0.2252544785
409	0.2250144044
410	0.2248740957
411	0.2246365043
412	0.2243424603
413	0.2240154574
414	0.2238386811
415	0.223600625
416	0.2234567594
417	0.2231764787
418	0.2229750007
419	0.2227452205
420	0.2225467843
421	0.2222884002
422	0.2221394177
423	0.2219012669
424	0.2217462368
425	0.2214990833
426	0.2212208633
427	0.2209904857
428	0.2207620931
429	0.2205861551
430	0.2203585934
431	0.2201595787
432	0.2197622111
433	0.219526417
434	0.2192926742
435	0.2190770921
436	0.2188521952
437	0.2186970966
438	0.2185422427
439	0.2183324677
440	0.2181114361
441	0.2178785403
442	0.2175829608
443	0.2174015717
444	0.2172420571
445	0.2170658199
446	0.2168228864
447	0.2165706906
448	0.2163114109
449	0.2161252642
450	0.215819777
451	0.2155839395
452	0.2153835471
453	0.2152014528
454	0.2149832621
455	0.2147585456
456	0.2144263361
457	0.2142157552
458	0.2139206038
459	0.2137536847
460	0.2136067043
461	0.2134096094
462	0.2132335525
463	0.2129697148
464	0.212779333
465	0.212637729
466	0.2124957389
467	0.2123050763
468	0.2121795672
469	0.2120217991
470	0.2118626192
471	0.2117040462
472	0.2114285915
473	0.211280385
474	0.2110822317
475	0.2109196549
476	0.2107142812
477	0.2104830595
478	0.210291401
479	0.2101346205
480	0.2099480413
481	0.2096839252
482	0.2094042443
483	0.2092329818
484	0.2090564882
485	0.208834276
486	0.2086538836
487	0.2084745641
488	0.2082928278
489	0.2081635158
490	0.2079834246
491	0.2077732211
492	0.2075861255
493	0.207482536
494	0.2072922338
495	0.2071091206
496	0.2069360879
497	0.2067476963
498	0.2065524355
499	0.2063523291
500	0.2061437237
501	0.2059807718
502	0.2057683654
503	0.2055604155
504	0.2054005173
505	0.2052071615
506	0.2050154686
507	0.2048578308
508	0.2046818174
509	0.2045300794
510	0.2044088089
511	0.2041508805
512	0.2039273067
513	0.2037065634
514	0.2035737524
515	0.2033060807
516	0.2031901441
517	0.2030089335
518	0.2028534717
519	0.2026394188
520	0.2024636773
521	0.2023192206
522	0.2021955226
523	0.2020422222
524	0.2019515749
525	0.2017854566
526	0.2015639455
527	0.2013157169
528	0.2011864895
529	0.2010253288
530	0.2008398561
531	0.2006773283
532	0.2005237594
533	0.2003780534
534	0.2002054622
535	0.1999689292
536	0.1998196209
537	0.1996322611
538	0.1994812813
539	0.1993521209
540	0.1991676662
541	0.1989205859
542	0.1987197581
543	0.1986004015
544	0.1984367498
545	0.1982450279
546	0.1980683162
547	0.1979072332
548	0.1977006503
549	0.1975076289
550	0.1973087942
551	0.1971680698
552	0.1970442786
553	0.1968948148
554	0.1967546775
555	0.1965987535
556	0.1964092511
557	0.1962656339
558	0.1960544527
559	0.1958990625
560	0.1957414371
561	0.1954991472
562	0.1953387427
563	0.1951303945
564	0.1949716667
565	0.1948190365
566	0.1947123562
567	0.1945747956
568	0.1944064402
569	0.1942484522
570	0.1941371772
571	0.1939468036
572	0.1937328688
573	0.1935729133
574	0.1934289228
575	0.1932593442
576	0.1931434771
577	0.1929846166
578	0.1928492169
579	0.1926599106
580	0.1924731014
581	0.192303791
582	0.1921528683
583	0.1919782758
584	0.1918134323
585	0.1916757723
586	0.1915222733
587	0.1913624495
588	0.1912287179
589	0.1911036283
590	0.1909361824
591	0.1908192809
592	0.1907002796
593	0.1905340442
594	0.1903873139
595	0.1902575448
596	0.1900965652
597	0.1898978485
598	0.1897482644
599	0.1896056566
600	0.1894620861
601	0.1892922935
602	0.1891461611
603	0.1890027727
604	0.1888246235
605	0.1886900789
606	0.1885099186
607	0.1883820976
608	0.1882440753
609	0.1880721885
610	0.1879063085
611	0.1877430983
612	0.1876312317
613	0.1874317049
614	0.1873249589
615	0.1872178243
616	0.1870246074
617	0.1868759585
618	0.1866967445
619	0.1865114804
620	0.1863814995
621	0.1862335265
622	0.1860529351
623	0.1859255534
624	0.1858154015
625	0.1857004982
626	0.1855344525
627	0.1854311425
628	0.1852754252
629	0.1850823097
630	0.1848796159
631	0.1846788433
632	0.1845321038
633	0.1843868716
634	0.184280586
635	0.1841170893
636	0.1839772577
637	0.1838451265
638	0.1837317769
639	0.1835961609
640	0.1834582193
641	0.1833605081
642	0.1831755919
643	0.1829979622
644	0.1828576783
645	0.1827369943
646	0.1826016139
647	0.1824823935
648	0.1823403157
649	0.1822173423
650	0.1820688591
651	0.1819331275
652	0.181791794
653	0.1816711575
654	0.181557282
655	0.1813926622
656	0.181250444
657	0.1810964503
658	0.1809496403
659	0.1808100966
660	0.1806490047
661	0.1805420448
662	0.1803928375
663	0.1802412039
664	0.1800542344
665	0.1798858928
666	0.1797970052
667	0.1796429947
668	0.1794667552
669	0.1793327666
670	0.1792412556
671	0.1790672162
672	0.1789261984
673	0.1788275005
674	0.1787126093
675	0.1786141969
676	0.1785035913
677	0.1783893876
678	0.1783136853
679	0.178204056
680	0.1780409361
681	0.1779378102
682	0.1777685383
683	0.177642788
684	0.177490097
685	0.1773627726
686	0.1772385646
687	0.1771500818
688	0.1769991039
689	0.1768618127
690	0.1767087554
691	0.1765975727
692	0.1765093385
693	0.1763366912
694	0.1761995006
695	0.1761086747
696	0.175996867
697	0.1758337837
698	0.1756703207
699	0.1754784963
700	0.1753874764
701	0.1752388226
702	0.1750913007
703	0.1749656061
704	0.1748939729
705	0.1747682135
706	0.1746577331
707	0.1745488468
708	0.1744100435
709	0.1742415653
710	0.1741691417
711	0.1740142517
712	0.1738871207
713	0.1737542608
714	0.1736246041
715	0.1734898797
716	0.1733514593
717	0.1731741496
718	0.1729904438
719	0.1728790477
720	0.1727663809
721	0.1726442524
722	0.1724976631
723	0.1722806768
724	0.1721376223
725	0.1720526731
726	0.1719164665
727	0.1718500902
728	0.1717655961
729	0.1715936651
730	0.1714569041
731	0.1713641329
732	0.1712545417
733	0.1711437688
734	0.1710191957
735	0.1708814386
736	0.1707973546
737	0.1706724383
738	0.1705199366
739	0.170384419
740	0.1702882383
741	0.1701092452
742	0.1700035074
743	0.1698825685
744	0.1697075011
745	0.1696149606
746	0.1694849557
747	0.16934134
748	0.1692022566
749	0.1690700726
750	0.168947874
751	0.1688689683
752	0.1687325468
753	0.1685930278
754	0.1684764306
755	0.1683620849
756	0.1682144564
757	0.1681423654
758	0.1680001199
759	0.1678961391
760	0.1677548671
761	0.1676576271
762	0.167528852
763	0.1673970933
764	0.1672773691
765	0.167158209
766	0.1670372832
767	0.1669004536
768	0.1667631877
769	0.166641986
770	0.1665679239
771	0.1664770702
772	0.1663425126
773	0.1661952179
774	0.1660596167
775	0.165943395
776	0.1657838007
777	0.1656941056
778	0.1656255813
779	0.1655230345
780	0.165383115
781	0.1652455011
782	0.1651429212
783	0.1650343043
784	0.1648965537
785	0.1648151347
786	0.1646662468
787	0.1645187956
788	0.1644134892
789	0.1643081121
790	0.1641816124
791	0.1641012996
792	0.1639920894
793	0.1638668768
794	0.1637338655
795	0.1636130138
796	0.1635317552
797	0.1634358101
798	0.1633476243
799	0.163194502
800	0.1631019146
801	0.1629829075
802	0.1628809595
803	0.1627382222
804	0.1626447084
805	0.1625309584
806	0.162449913
807	0.1623275276
808	0.1622118476
809	0.162088553
810	0.1619613104
811	0.1618363083
812	0.1617217398
813	0.1615939529
814	0.1614958216
815	0.1613817506
816	0.1612684914
817	0.1611572773
818	0.1610207055
819	0.1608770655
820	0.1607535496
821	0.1606507372
822	0.1605248977
823	0.1604368867
824	0.1603158677
825	0.1602036563
826	0.1600948613
827	0.1599262861
828	0.1598506498
829	0.159787205
830	0.1596805272
831	0.1595042363
832	0.1594045268
833	0.1592977917
834	0.159167987
835	0.1590725325
836	0.1589797242
837	0.1588725342
838	0.1587531057
839	0.1586157009
840	0.1585058996
841	0.1583883866
842	0.1582809309
843	0.158147847
844	0.1580445808
845	0.157961094
846	0.1578415471
847	0.1577503131
848	0.1576090692
849	0.1574643181
850	0.1573450425
851	0.1572618547
852	0.1571635621
853	0.1570549903
854	0.156933071
855	0.156814836
856	0.1566578262
857	0.1565473004
858	0.1564728551
859	0.1563826514
860	0.1562666538
861	0.1561567319
862	0.1560517451
863	0.1558742323
864	0.1557946223
865	0.1556826172
866	0.1555825273
867	0.1554605291
868	0.1553395397
869	0.1552634683
870	0.1551535905
871	0.1550264979
872	0.1548872997
873	0.1547617095
874	0.1546515337
875	0.1545628727
876	0.1544737791
877	0.154368718
878	0.1542965609
879	0.1541582119
880	0.1540393607
881	0.1539140869
882	0.153819675
883	0.1537166891
884	0.1536213991
885	0.1535288348
886	0.1533995142
887	0.1532953395
888	0.1531714747
889	0.1531049449
890	0.1530475714
891	0.1529653811
892	0.152838069
893	0.1527181232
894	0.1526187721
895	0.1525400556
896	0.1524220832
897	0.1523113434
898	0.1521963548
899	0.1520956468
900	0.1519784871
901	0.1518802303
902	0.1518038394
903	0.1516895306
904	0.1516025533
905	0.1515037283
906	0.1513643892
907	0.1512405059
908	0.1511462994
909	0.1510647219
910	0.1509634193
911	0.1508262813
912	0.1507370305
913	0.1506282407
914	0.150541479
915	0.1504403656
916	0.1503291064
917	0.150227012
918	0.1501204942
919	0.1500084186
920	0.1499180161
921	0.149832089
922	0.1497481793
923	0.1496400535
924	0.1495144475
925	0.1494000244
926	0.1493086565
927	0.1492333157
928	0.1491805791
929	0.1490867232
930	0.1489936483
931	0.1489073588
932	0.1488008487
933	0.148709293
934	0.1486288513
935	0.1485375998
936	0.1484345983
937	0.148328041
938	0.1482486883
939	0.1481849436
940	0.1480789331
941	0.1479647899
942	0.1478471095
943	0.1477728627
944	0.1476812575
945	0.1475972766
946	0.1474882216
947	0.1474069262
948	0.1473017243
949	0.1471832144
950	0.1470563283
951	0.1469694816
952	0.1468673379
953	0.1467590269
954	0.1466831504
955	0.1466011436
956	0.1465036178
957	0.1464167848
958	0.1463125719
959	0.1461682829
960	0.1460806849
961	0.1459788414
962	0.1458378179
963	0.1457566122
964	0.1456435115
965	0.1455764229
966	0.1454645667
967	0.1453875264
968	0.1452996828
969	0.1452206551
970	0.1451340514
971	0.1450618177
972	0.1449761159
973	0.1448864013
974	0.1448094198
975	0.1447536223
976	0.1446795211
977	0.1446071328
978	0.144544227
979	0.1443948575
980	0.1442909893
981	0.1441893175
982	0.1441014592
983	0.1440026134
984	0.1438949225
985	0.1438097522
986	0.143729624
987	0.1436106877
988	0.1435032291
989	0.1433769346
990	0.1433056868
991	0.1432212041
992	0.1431339903
993	0.143060545
994	0.1429558755
995	0.1428503795
996	0.1427662816
997	0.1426716157
998	0.1425488468
999	0.1424338314
